category,job_title,job_skill_set
INFORMATION-TECHNOLOGY,Information Technology Technician,"['windows os maintenance', 'technical troubleshooting', 'virtual machines (hyper-v)', 'remote management tools', 'customer service', 'communication', 'teamwork', 'problem solving', 'adaptability', 'independence', 'multi-tasking', 'active directory', 'windows server', 'firewall configuration', 'router configuration', 'switch configuration', 'ticketing systems', 'backup devices', 'network printers', 'time management']"
INFORMATION-TECHNOLOGY,Sr Information Technology Risk Analyst - IT Services,"['user documentation writing', 'communication', 'problem solving', 'attention to detail', 'adaptability', 'organizational skills', 'time management', 'collaboration', 'it risk assessments', 'compliance', 'internal audit', 'risk management framework', 'microsoft office (excel, powerpoint, word, access, visio)', 'enterprise governance, risk and compliance systems (e.g., archer)', 'data analysis', 'risk remediation', 'financial industry best practices', 'sensitive data handling', 'self-motivation', 'influencing skills', 'independent decision making']"
INFORMATION-TECHNOLOGY,Information Technology Technician,"['database structure', 'android os', 'ios', 'sql server', 'customer service', 'problem solving', 'communication', 'microsoft office', 'word', 'excel', 'sap', 'software troubleshooting', 'hardware troubleshooting', 'computer networks', 'windows xp', 'windows vista', 'windows 7', 'windows 8']"
INFORMATION-TECHNOLOGY,Information Technology Support Analyst III,"['user support', 'problem solving', 'communication', 'teamwork', 'attention to detail', 'time management', 'active directory', 'vaulting server', 'privileged access manager (pam)', 'azure', 'single sign-on', 'service accounts management', 'group policies creation', 'internal certificates management', 'quarterly access audit', 'tanium']"
INFORMATION-TECHNOLOGY,Lead Information Technology Specialist,"['networking technologies', 'leadership', 'team supervision', 'performance management', 'communication', 'microsoft windows', 'microsoft operating systems', 'desktop imaging tools (sccm)', 'microsoft office suite', 'remote access technologies (citrix, vpn)', 'practice/litigation support applications', 'wireless pda technologies (ios)', 'cabling topologies', 'document management system (worksite)', 'mentorship']"
INFORMATION-TECHNOLOGY,Information Technology Specialist,"['programming', 'project management', 'communication', 'teamwork', 'cobol', 'z/os', 'os/390', 'z/vm']"
INFORMATION-TECHNOLOGY,"Adjunct Faculty, Information Technology, Software Design and Programming","['software design', 'programming', 'project management', 'information analysis', 'communication', 'critical thinking', 'organizational skills', 'teamwork', 'adaptability', 'commitment to diversity', 'engagement', 'feedback provision', 'independent work', 'java', 'python', '.net programming', 'object-oriented programming', 'web enabled information systems', 'ios application development', 'android application development', 'learning management system (lms)', 'ed-tech tools', 'inclusive teaching']"
INFORMATION-TECHNOLOGY,Senior Information Technology Project Manager,"['problem solving', 'project management', 'stakeholder management', 'risk assessment', 'resource management', 'budget management', 'clarity ppm', 'clinical trials', 'quality management', 'process improvement', 'leadership', 'communication', 'team motivation', 'mentoring', 'decision making', 'relationship building', 'adaptability']"
INFORMATION-TECHNOLOGY,Information Technology Analyst II,"['pc hardware', 'software support', 'networking', 'microsoft office suite', 'lan infrastructure', 'vmware esxi', 'microsoft servers', 'printer configuration', 'backup software', 'barcode scanning systems', 'erp systems', 'security measures', 'it asset management', 'help desk support', 'technical documentation', 'communication', 'customer service', 'team collaboration', 'problem solving', 'training and support', 'attention to detail', 'project management', 'adaptability', 'edi compliance']"
INFORMATION-TECHNOLOGY,"2024 Summer Audit Information Technology Intern Detroit, MI","['database software', 'audit program tests', 'internal controls', 'financial audits', 'operational audits', 'information technology audits', 'word processing', 'spreadsheet software', 'project coordination', 'oral communication', 'written communication', 'interpersonal communication', 'organization skills', 'prioritization', 'active listening', 'relationship building', 'diplomacy', 'tact']"
INFORMATION-TECHNOLOGY,Senior Information Technology Project Manager,"['it project management', 'project management tools', 'strategic planning', 'technical writing', 'data management', 'budget management', 'risk management', 'change management', 'healthcare experience', 'public health knowledge', 'legacy system upgrade', 'release planning', 'communication', 'problem solving', 'negotiation', 'team leadership', 'flexibility', 'analytical skills', 'collaboration', 'presentation skills', 'stakeholder management', 'adaptability', 'work ethic', 'meeting facilitation', 'influencing skills', 'motivation', 'client management', 'time management', 'agile methodology', 'scrum', 'kanban', 'rfp writing', 'data conversion']"
INFORMATION-TECHNOLOGY,Senior Information Technology Auditor,"['it governance', 'audits', 'application design', 'sdlc', 'project management', 'vendor management', 'ms project', 'communication', 'presentation skills', 'work ethic', 'detail-oriented', 'proactive', 'ability to perform under pressure', 'time management', 'ms excel', 'ms word', 'ms powerpoint', 'ms teams', 'ms sharepoint', 'jira', 'power bi']"
INFORMATION-TECHNOLOGY,Information Technology Specialist,"['security compliance (dod stigs)', 'ms sql database', 'software building', 'technical support', 'problem solving', 'communication', 'teamwork', 'adaptability', 'attention to detail', 'integrity', 'windows server', 'windows 10', 'user account administration', 'backup and recovery solutions', 'patching solutions', 'virtualization software', 'siem products', 'dns management', 'pki', 'storage area networks', 'nessus', 'shavlik', 'assured compliance assessment solution', 'wsus', 'hardware installation', 'customer service']"
INFORMATION-TECHNOLOGY,Information Technology Manager,"['it management', 'network management', 'software installation', 'data security', 'project management', 'procurement processes', 'it infrastructure', 'technical support', 'system troubleshooting', 'technology trends', 'leadership', 'communication', 'problem solving', 'organizational skills', 'time management', 'interpersonal skills', 'collaboration', 'decision making', 'adaptability', 'budget management', 'software licensing']"
INFORMATION-TECHNOLOGY,Information Technology Specialist (CUSTSPT) with Security Clearance,"['windows operating systems', 'customer service', 'problem solving', 'oral communication', 'attention to detail', 'troubleshooting', 'technical support', 'software installation', 'network configuration', 'automated ticketing systems', 'information assurance certification', 'hardware installation', 'software updates', 'telecommunications']"
INFORMATION-TECHNOLOGY,Information Technology Specialist 2 (NY HELPs) - 5680,"['windows', 'active directory', 'network troubleshooting', 'technical support', 'teamwork', 'communication', 'problem solving', 'adaptability', 'attention to detail', 'cots software', 'linux', 'ms sql', 'oracle', 'system performance monitoring', 'application configuration']"
INFORMATION-TECHNOLOGY,Information Technology Help Desk Technician,"['desktop computers', 'problem-solving', 'communication', 'customer service', 'technical support', 'troubleshooting', 'printers', 'it support']"
INFORMATION-TECHNOLOGY,Information Technology Generalist 1,"['installation', 'configuration', 'troubleshooting', 'networking', 'operating systems', 'office productivity applications', 'enterprise applications', 'internet connectivity', 'mobile devices', 'printing devices', 'peripheral devices', 'diagnostics', 'communication', 'problem solving', 'customer service', 'teamwork', 'adaptability', 'attention to detail', 'time management', 'computer assembly', 'third-party software', 'email access', 'vpn connections', 'network cabling']"
INFORMATION-TECHNOLOGY,Information Technology Security Analyst,"['written communication', 'verbal communication', 'team collaboration', 'independent work', 'adaptability', 'problem solving', 'time management', 'system security plans (ssp)', 'nist control requirements', 'information security principles', 'networking components', 'operating systems', 'nist special publications', 'security frameworks (iso, nist, cobit, hipaa/hitech)', 'cisa certification', 'pmp certification', 'security+ certification', 'security controls implementation']"
